,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
16747,22.0,57564.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000.0,11.48,0.36,N,3.0,0
16748,24.0,24996.0,RENT,0.0,EDUCATION,B,4000.0,9.45,0.16,N,2.0,0
16749,23.0,54000.0,RENT,1.0,VENTURE,B,20000.0,11.83,0.37,N,2.0,1
16750,25.0,38400.0,RENT,5.0,MEDICAL,B,2200.0,12.69,0.06000000000000001,N,3.0,0
16751,25.0,72000.0,MORTGAGE,7.0,MEDICAL,B,25000.0,11.89,0.35,N,2.0,0
16752,22.0,67807.0,MORTGAGE,6.0,EDUCATION,A,6400.0,7.139999999999999,0.09,N,3.0,0
16753,23.0,12000.000000000007,RENT,0.0,EDUCATION,A,2100.0,8.94,0.17,N,2.0,1
16754,24.0,115154.0,RENT,8.0,DEBTCONSOLIDATION,C,3000.000000000001,14.27,0.03,Y,2.0,0
16755,23.0,59000.0,RENT,8.0,VENTURE,B,17000.0,10.25,0.29,N,4.0,0
16756,23.0,60000.0,RENT,7.0,DEBTCONSOLIDATION,B,25000.0,10.25,0.42000000000000004,N,2.0,1
16757,22.0,48000.0,RENT,3.0,MEDICAL,A,13000.0,7.88,0.27,N,2.0,1
16758,22.0,39996.0,RENT,3.0,VENTURE,A,11000.0,5.79,0.28,N,2.0,0
16759,22.0,54996.0,RENT,6.0,EDUCATION,C,2500.0,14.35,0.05,Y,4.0,0
16760,24.0,16800.0,MORTGAGE,6.0,EDUCATION,A,3900.0,7.336666666666667,0.23,N,2.0,1
16761,26.0,53000.0,MORTGAGE,1.0,EDUCATION,A,8000.0,7.736666666666667,0.15,N,3.0,0
16762,23.0,40000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000.0,14.79,0.15,Y,3.0,0
16763,22.0,54000.0,MORTGAGE,5.0,MEDICAL,B,7000.0,10.65,0.13,N,2.0,0
16764,21.0,65000.0,MORTGAGE,5.0,EDUCATION,A,10000.0,6.03,0.15,N,3.0,0
16765,24.0,80000.0,RENT,3.0,VENTURE,C,20000.0,13.06,0.25,Y,3.0,0
16766,24.0,24000.0,RENT,0.0,VENTURE,D,7000.0,15.62,0.29,N,4.0,1
16767,22.0,91800.0,MORTGAGE,0.0,MEDICAL,D,16800.0,15.62,0.16,Y,4.0,1
16768,24.0,121000.0,RENT,8.0,PERSONAL,A,20000.0,8.9,0.17,N,4.0,0
16769,24.0,50004.0,OWN,2.0,VENTURE,B,10000.0,11.12,0.2,N,2.0,0
16770,24.0,145000.0,MORTGAGE,0.0,PERSONAL,B,7000.0,10.99,0.05,N,2.0,0
16771,23.0,35000.0,MORTGAGE,7.0,MEDICAL,C,5000.0,12.98,0.14,N,2.0,1
16772,26.0,55000.0,MORTGAGE,4.0,PERSONAL,A,10000.0,7.51,0.18,N,2.0,1
16773,26.0,83004.0,RENT,7.0,VENTURE,A,5450.0,7.9,0.07,N,3.0,0
16774,25.0,51000.0,MORTGAGE,6.0,EDUCATION,E,16750.0,16.4,0.33,N,3.0,0
16775,22.0,84600.0,MORTGAGE,4.0,VENTURE,A,6000.0,7.76,0.07,N,4.0,0
16776,26.0,88900.0,OWN,2.0,PERSONAL,B,5000.0,11.83,0.06000000000000001,N,4.0,0
16777,25.0,109000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,14000.0,9.63,0.13,N,2.0,0
16778,26.0,60000.0,MORTGAGE,3.0,PERSONAL,C,30000.0,14.27,0.5,Y,3.0,0
16779,26.0,70000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,8000.0,14.84,0.11,N,3.0,0
16780,22.0,35000.0,RENT,1.0,DEBTCONSOLIDATION,B,8000.0,9.2,0.23,N,4.0,0
16781,25.0,72000.0,RENT,2.0,MEDICAL,B,10000.0,10.37,0.14,N,4.0,0
16782,21.0,31200.0,RENT,1.0,EDUCATION,D,6000.0,16.89,0.19,Y,4.0,1
16783,24.0,65000.0,RENT,1.0,MEDICAL,B,6400.0,9.99,0.1,N,3.0,0
16784,26.0,51600.0,RENT,10.0,EDUCATION,B,14000.0,10.37,0.27,N,2.0,1
16785,23.0,70550.0,RENT,0.0,MEDICAL,E,14000.0,17.51,0.17,Y,2.0,1
16786,26.0,63000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,3500.0,7.68,0.06000000000000001,N,4.0,0
16787,22.0,72000.0,MORTGAGE,3.0,EDUCATION,B,5000.0,10.91,0.07,N,3.0,0
16788,24.0,75000.0,MORTGAGE,6.666666666666666,PERSONAL,A,7000.0,7.66,0.09,N,3.0,0
16789,21.0,102000.0,RENT,5.0,VENTURE,D,10000.0,15.136666666666667,0.1,Y,3.0,0
16790,25.0,86004.0,RENT,1.0,PERSONAL,C,15000.0,12.53,0.17,N,4.0,0
16791,25.0,42000.0,RENT,4.0,VENTURE,A,1925.0,6.17,0.05,N,2.0,0
16792,23.0,58000.0,MORTGAGE,8.0,VENTURE,C,8000.0,13.61,0.14,Y,4.0,0
16793,25.0,82000.0,RENT,2.0,PERSONAL,A,9200.0,6.03,0.11,N,3.0,0
16794,22.0,30000.0,RENT,0.0,EDUCATION,C,6300.0,13.22,0.21,Y,3.0,0
16795,26.0,117000.0,MORTGAGE,4.0,VENTURE,A,14400.0,7.466666666666667,0.12,N,4.0,0
16796,26.0,92040.0,MORTGAGE,6.0,VENTURE,A,10000.0,7.743333333333333,0.11,N,3.0,0
16797,24.0,28800.0,RENT,2.0,MEDICAL,B,8875.0,10.623333333333333,0.31,N,4.0,1
16798,25.0,54000.0,RENT,3.0,DEBTCONSOLIDATION,D,7000.0,15.62,0.13,N,3.0,1
16799,25.0,30000.0,OWN,4.0,EDUCATION,D,10000.0,14.61,0.33,N,3.0,0
16800,22.0,28880.0,MORTGAGE,4.0,MEDICAL,A,2000.0,8.59,0.07,N,4.0,0
16801,23.0,34000.0,RENT,1.0,PERSONAL,C,9500.0,13.393333333333333,0.28,Y,4.0,1
16802,22.0,34560.0,RENT,2.0,HOMEIMPROVEMENT,E,1200.0,19.29,0.03,N,2.0,1
16803,25.0,74004.0,RENT,2.0,VENTURE,E,20000.0,15.95,0.27,N,3.0,1
16804,25.0,57500.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12275.0,13.893333333333334,0.21,N,3.0,0
16805,25.0,120000.0,MORTGAGE,6.0,EDUCATION,B,10000.0,10.786666666666667,0.08,N,2.0,0
16806,25.0,36000.0,RENT,6.0,PERSONAL,B,15000.0,11.583333333333334,0.42000000000000004,N,3.0,1
16807,24.0,74400.0,RENT,1.0,MEDICAL,A,3500.0,7.29,0.05,N,3.0,0
16808,24.0,95000.0,RENT,5.0,VENTURE,B,14000.0,11.826666666666666,0.15,N,4.0,0
16809,23.0,70000.0,RENT,1.0,VENTURE,A,3500.0,5.42,0.05,N,2.0,0
16810,23.0,36000.0,RENT,4.0,MEDICAL,D,6500.0,17.49,0.18,Y,4.0,1
16811,22.0,30000.0,RENT,2.0,VENTURE,B,3600.0,10.99,0.12,N,4.0,0
16812,22.0,18000.0,OWN,1.0,EDUCATION,D,5400.0,15.31,0.3,Y,4.0,1
16813,21.0,12000.000000000007,RENT,3.0,VENTURE,B,1599.999999999999,10.59,0.13,N,2.0,0
16814,25.0,52000.0,RENT,9.0,VENTURE,C,16000.0,13.98,0.31,N,4.0,1
16815,25.0,48000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,1400.0,14.79,0.03,N,3.0,0
16816,24.0,150000.0,RENT,8.0,PERSONAL,B,5000.0,11.946666666666667,0.03,N,2.0,0
16817,24.0,101000.0,OWN,5.0,VENTURE,B,24250.0,12.53,0.24,N,3.0,0
16818,22.0,63000.0,RENT,2.0,VENTURE,A,5000.0,7.74,0.08,N,4.0,0
16819,25.0,80004.0,RENT,5.0,HOMEIMPROVEMENT,B,10000.0,9.62,0.12,N,4.0,0
16820,23.0,46000.0,RENT,2.0,PERSONAL,F,12800.0,19.41,0.28,Y,2.0,1
16821,23.0,42996.0,RENT,2.0,MEDICAL,C,6000.0,12.84,0.14,Y,3.0,0
16822,24.0,50000.0,MORTGAGE,2.0,EDUCATION,A,12500.0,9.32,0.25,N,3.0,0
16823,22.0,91234.0,MORTGAGE,6.0,MEDICAL,B,12000.0,11.83,0.13,N,2.0,0
16824,22.0,69600.0,RENT,6.0,DEBTCONSOLIDATION,C,1350.0,12.68,0.01999999999999999,Y,3.0,0
16825,22.0,20000.0,RENT,2.0,PERSONAL,B,4000.0,9.45,0.2,N,3.0,0
16826,26.0,14400.0,RENT,1.0,DEBTCONSOLIDATION,D,2000.0,17.49,0.14,Y,3.0,1
16827,22.0,82000.0,MORTGAGE,6.0,EDUCATION,B,10750.0,9.25,0.13,N,3.0,0
16828,24.0,93000.0,RENT,2.0,HOMEIMPROVEMENT,B,2100.0,9.91,0.01999999999999999,N,2.0,1
16829,23.0,75000.0,RENT,3.0,PERSONAL,B,10000.0,11.86,0.13,N,2.0,0
16830,25.0,56000.0,RENT,1.0,PERSONAL,B,6000.0,10.74,0.11,N,2.0,0
16831,24.0,52800.0,RENT,1.0,DEBTCONSOLIDATION,C,8000.0,12.87,0.15,N,4.0,0
16832,24.0,44000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,22800.0,17.27,0.52,N,3.0,1
16833,25.0,62400.0,OWN,3.666666666666667,DEBTCONSOLIDATION,D,15000.0,17.58,0.24,N,3.0,0
16834,25.0,57500.0,RENT,4.0,EDUCATION,C,6000.0,11.28,0.1,N,3.0,1
16835,22.0,71500.0,RENT,2.0,EDUCATION,C,6400.0,13.11,0.09,N,4.0,0
16836,22.0,41838.0,RENT,0.0,PERSONAL,D,6600.0,16.89,0.16,N,3.0,1
16837,22.0,50000.0,RENT,1.0,EDUCATION,A,11000.0,6.986666666666666,0.22,N,3.0,0
16838,23.0,36000.0,OWN,3.333333333333333,VENTURE,A,5500.0,5.42,0.15,N,3.0,0
16839,21.0,44000.0,RENT,6.0,VENTURE,D,10000.0,14.74,0.23,Y,3.0,0
16840,23.0,64000.0,RENT,0.0,MEDICAL,C,12000.0,13.16,0.19,Y,4.0,0
16841,23.0,100000.0,MORTGAGE,4.0,EDUCATION,C,10000.0,12.87,0.1,N,4.0,0
16842,23.0,58000.0,MORTGAGE,7.0,MEDICAL,C,7200.0,11.97,0.12,N,2.0,1
16843,26.0,54000.0,RENT,2.0,PERSONAL,C,6600.0,11.97,0.12,N,3.0,0
16844,22.0,42500.0,RENT,0.0,EDUCATION,C,5000.0,12.98,0.12,N,4.0,0
16845,23.0,67000.0,RENT,3.0,EDUCATION,A,25000.0,7.9,0.37,N,3.0,1
16846,24.0,40000.0,MORTGAGE,8.0,MEDICAL,A,4000.0,7.139999999999999,0.1,N,2.0,0
16847,24.0,24000.0,RENT,2.0,EDUCATION,D,3500.0,15.65,0.15,Y,4.0,1
16848,22.0,40680.0,RENT,2.0,EDUCATION,B,6000.0,11.36,0.15,N,4.0,1
16849,23.0,64000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12000.0,15.62,0.19,Y,4.0,1
16850,25.0,122000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000.0,13.57,0.08,Y,4.0,0
16851,22.0,59000.0,OTHER,3.0,HOMEIMPROVEMENT,D,12000.0,14.76,0.2,Y,4.0,1
16852,26.0,126000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,7500.0,13.92,0.06000000000000001,N,2.0,0
16853,25.0,65000.0,OWN,9.0,HOMEIMPROVEMENT,C,7000.0,11.66,0.11,Y,3.0,0
16854,25.0,77700.0,RENT,2.0,EDUCATION,B,14000.0,10.99,0.18,N,2.0,0
16855,21.0,36000.0,RENT,3.0,DEBTCONSOLIDATION,C,5000.0,12.99,0.14,N,4.0,0
16856,25.0,75600.0,MORTGAGE,7.0,MEDICAL,C,15000.0,12.68,0.2,Y,3.0,0
16857,22.0,35000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000.0,5.79,0.23,N,3.0,0
16858,25.0,57000.0,RENT,5.0,MEDICAL,D,9600.0,14.46,0.17,N,3.0,1
16859,23.0,120000.0,RENT,7.0,DEBTCONSOLIDATION,B,25000.0,9.99,0.21,N,2.0,0
16860,22.0,54252.0,MORTGAGE,6.0,PERSONAL,A,3500.0,6.39,0.06000000000000001,N,4.0,0
16861,23.0,11000.0,OWN,0.0,VENTURE,A,1400.0,9.32,0.13,N,4.0,0
16862,23.0,105000.0,RENT,7.0,MEDICAL,B,7200.0,11.71,0.07,N,2.0,0
16863,26.0,85000.0,MORTGAGE,0.0,MEDICAL,B,8000.0,11.613333333333333,0.09,N,4.0,0
16864,24.0,85000.0,MORTGAGE,1.0,PERSONAL,A,4400.0,7.4,0.05,N,3.0,0
16865,22.0,27000.0,RENT,5.0,DEBTCONSOLIDATION,B,2925.0,10.71,0.11,N,3.0,0
16866,22.0,30000.0,OWN,5.0,VENTURE,B,3000.000000000001,10.36,0.1,N,2.0,0
16867,25.0,47052.0,RENT,5.0,EDUCATION,B,21250.0,10.99,0.44999999999999996,N,2.0,1
16868,24.0,47928.0,RENT,1.0,MEDICAL,B,6000.0,12.53,0.13,N,3.0,0
16869,25.0,105000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,C,4800.0,15.23,0.05,Y,2.0,0
16870,23.0,38400.0,RENT,7.0,DEBTCONSOLIDATION,C,3600.0,13.61,0.09,Y,3.0,0
16871,22.0,24432.0,RENT,0.0,EDUCATION,B,2000.0,11.36,0.08,N,3.0,0
16872,26.0,46800.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12725.0,12.42,0.27,N,3.0,0
16873,24.0,40000.0,RENT,2.6666666666666665,PERSONAL,D,3000.000000000001,17.27,0.07,Y,2.0,1
16874,22.0,60000.0,MORTGAGE,7.0,EDUCATION,B,12000.0,10.0,0.2,N,3.0,0
16875,25.0,38000.0,RENT,1.0,EDUCATION,A,10000.0,7.49,0.26,N,2.0,0
16876,24.0,59600.0,RENT,8.0,PERSONAL,A,10000.0,5.99,0.17,N,4.0,0
16877,24.0,95000.0,RENT,0.0,MEDICAL,A,4000.0,7.9,0.04000000000000001,N,4.0,0
16878,23.0,62000.0,RENT,0.0,EDUCATION,C,10000.0,14.27,0.16,Y,2.0,0
16879,22.0,18996.0,RENT,3.0,PERSONAL,D,3200.0,15.28,0.17,N,2.0,1
16880,22.0,50000.0,OWN,1.0,EDUCATION,A,3600.0,6.056666666666667,0.07,N,3.0,0
16881,26.0,32450.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3250.0,6.99,0.1,N,2.0,0
16882,23.0,38000.0,RENT,7.0,PERSONAL,B,12000.0,11.71,0.32,N,4.0,1
16883,22.0,48000.0,RENT,7.0,VENTURE,E,7500.0,17.04,0.16,Y,2.0,0
16884,21.0,27200.0,RENT,0.0,EDUCATION,C,5000.0,13.606666666666667,0.18,N,3.0,0
16885,26.0,12000.000000000007,OWN,2.0,HOMEIMPROVEMENT,A,6100.0,7.51,0.51,N,4.0,1
16886,25.0,117014.0,MORTGAGE,5.0,EDUCATION,A,8400.0,7.29,0.07,N,3.0,0
16887,22.0,12000.000000000007,RENT,0.0,EDUCATION,C,1000.0,13.57,0.08,N,2.0,1
16888,23.0,85000.0,RENT,2.0,EDUCATION,B,5000.0,11.58,0.06000000000000001,N,3.0,0
16889,22.0,69000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000.0,15.62,0.14,N,3.0,1
16890,23.0,40000.0,RENT,6.0,EDUCATION,B,15000.0,11.71,0.38,N,3.0,1
16891,25.0,36000.0,RENT,0.0,MEDICAL,B,10000.0,11.11,0.28,N,3.0,0
16892,26.0,54000.0,RENT,6.0,VENTURE,A,10000.0,7.9,0.19,N,3.0,0
16893,23.0,43000.0,RENT,1.0,DEBTCONSOLIDATION,A,3000.000000000001,8.49,0.07,N,3.0,0
16894,24.0,35000.0,OWN,1.0,MEDICAL,D,7000.0,16.29,0.2,N,4.0,0
16895,23.0,55000.0,RENT,5.0,VENTURE,B,20000.0,12.53,0.36,N,3.0,1
16896,23.0,24000.0,RENT,4.0,EDUCATION,C,12250.0,13.16,0.51,N,3.0,1
16897,25.0,96000.0,MORTGAGE,0.0,MEDICAL,B,5000.0,11.83,0.05,N,4.0,0
16898,26.0,84191.0,MORTGAGE,5.0,PERSONAL,A,9000.0,6.62,0.11,N,3.0,0
16899,23.0,54586.0,RENT,5.0,EDUCATION,B,19000.0,11.14,0.35,N,4.0,1
16900,23.0,20400.0,RENT,5.0,EDUCATION,D,5500.0,15.309999999999999,0.27,N,2.0,0
16901,24.0,138000.0,RENT,4.0,PERSONAL,C,5000.0,13.23,0.04000000000000001,Y,4.0,1
16902,23.0,39000.0,RENT,1.0,PERSONAL,B,12000.0,10.99,0.31,N,2.0,1
16903,25.0,69000.0,MORTGAGE,9.0,VENTURE,A,25000.0,6.99,0.36,N,4.0,0
16904,22.0,29570.0,RENT,6.0,MEDICAL,D,8000.0,14.42,0.27,N,3.0,1
16905,25.0,54996.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000.0,8.94,0.18,N,4.0,0
16906,23.0,60000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000.0,7.9,0.25,N,3.0,0
16907,24.0,55000.0,RENT,0.0,DEBTCONSOLIDATION,B,4000.0,11.26,0.07,N,3.0,0
16908,23.0,48756.0,RENT,5.0,EDUCATION,B,4800.0,11.36,0.1,N,4.0,0
16909,26.0,72000.0,MORTGAGE,7.0,MEDICAL,B,16000.0,10.59,0.22,N,4.0,0
16910,24.0,72444.0,MORTGAGE,7.0,EDUCATION,B,25000.0,10.74,0.35,N,3.0,0
16911,26.0,20004.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600.0,10.803333333333333,0.18,N,4.0,0
16912,23.0,70000.0,RENT,4.0,EDUCATION,A,6000.0,7.49,0.09,N,3.0,0
16913,23.0,59000.0,MORTGAGE,7.0,EDUCATION,A,9000.0,8.49,0.15,N,4.0,0
16914,24.0,62467.0,RENT,0.0,PERSONAL,A,10625.0,8.49,0.17,N,2.0,0
16915,25.0,24000.0,OWN,7.0,HOMEIMPROVEMENT,A,6000.0,5.42,0.25,N,4.0,0
16916,23.0,180000.0,MORTGAGE,2.0,VENTURE,B,5000.0,9.33,0.03,N,2.0,0
16917,26.0,39996.0,RENT,0.0,MEDICAL,B,12000.0,10.513333333333334,0.3,N,3.0,0
16918,25.0,30000.0,RENT,4.0,MEDICAL,B,5000.0,11.86,0.17,N,4.0,0
16919,23.0,39000.0,RENT,2.0,HOMEIMPROVEMENT,D,10000.0,15.2,0.26,N,4.0,1
16920,23.0,170000.0,RENT,7.0,PERSONAL,B,12000.0,11.11,0.07,N,2.0,0
16921,22.0,42000.0,RENT,1.0,MEDICAL,B,10000.0,12.42,0.24,N,4.0,0
16922,24.0,84996.0,OWN,4.0,DEBTCONSOLIDATION,D,8000.0,15.57,0.09,Y,4.0,0
16923,26.0,130000.0,MORTGAGE,8.0,PERSONAL,A,10000.0,6.03,0.08,N,3.0,0
16924,23.0,78000.0,RENT,7.0,MEDICAL,A,8100.0,7.29,0.1,N,2.0,0
16925,25.0,60000.0,RENT,9.0,MEDICAL,B,7000.0,10.36,0.12,N,3.0,0
16926,22.0,33000.0,MORTGAGE,4.0,VENTURE,C,12500.0,14.26,0.38,Y,4.0,0
16927,24.0,76597.0,RENT,5.0,PERSONAL,B,22000.0,9.25,0.29,N,4.0,0
16928,24.0,65000.0,OWN,8.0,PERSONAL,A,9000.0,7.29,0.14,N,3.0,0
16929,22.0,43000.0,OWN,7.0,EDUCATION,A,6000.0,7.74,0.14,N,4.0,0
16930,22.0,31200.0,RENT,5.0,DEBTCONSOLIDATION,C,10000.0,12.73,0.32,Y,2.0,1
16931,25.0,107000.0,MORTGAGE,1.0,EDUCATION,A,1000.0,7.4,0.010000000000000009,N,4.0,0
16932,22.0,35000.0,RENT,1.0,EDUCATION,C,5700.0,12.99,0.16,Y,2.0,0
16933,23.0,48000.0,OWN,6.0,EDUCATION,B,5000.0,10.08,0.1,N,3.0,0
16934,25.0,53000.0,RENT,6.0,DEBTCONSOLIDATION,C,3000.000000000001,13.99,0.06000000000000001,N,4.0,0
16935,24.0,52000.0,MORTGAGE,6.0,VENTURE,D,12000.0,14.83,0.23,N,3.0,0
16936,21.0,12000.000000000007,MORTGAGE,5.0,DEBTCONSOLIDATION,E,3250.0,15.68,0.27,Y,2.0,1
16937,22.0,36000.0,OWN,4.0,PERSONAL,A,3250.0,7.75,0.09,N,2.0,0
16938,24.0,99000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000.0,6.03,0.12,N,4.0,0
16939,25.0,20000.0,RENT,0.0,MEDICAL,C,3500.0,10.28,0.17,Y,3.0,0
16940,25.0,33280.0,RENT,1.0,PERSONAL,B,5500.0,10.296666666666667,0.17,N,2.0,0
16941,22.0,72000.0,MORTGAGE,6.0,MEDICAL,A,5000.0,6.54,0.07,N,2.0,0
16942,22.0,45630.0,RENT,0.0,VENTURE,E,2500.0,18.64,0.05,Y,4.0,1
16943,22.0,42000.0,MORTGAGE,3.0,VENTURE,D,7000.0,14.84,0.17,N,3.0,0
16944,21.0,18456.0,RENT,2.0,MEDICAL,C,3500.0,13.35,0.19,N,3.0,1
16945,22.0,150000.0,RENT,2.0,MEDICAL,A,8200.0,6.99,0.05,N,3.0,0
16946,26.0,52000.0,MORTGAGE,2.0,VENTURE,A,6000.0,8.9,0.12,N,4.0,0
16947,23.0,72000.0,RENT,7.0,DEBTCONSOLIDATION,B,10000.0,10.59,0.14,N,3.0,0
16948,26.0,80004.0,MORTGAGE,4.0,EDUCATION,B,15000.0,11.86,0.19,N,3.0,0
16949,23.0,74800.0,MORTGAGE,7.0,MEDICAL,D,15000.0,16.0,0.17,N,2.0,1
16950,26.0,56000.0,RENT,10.0,DEBTCONSOLIDATION,B,10000.0,12.69,0.18,N,4.0,1
16951,22.0,68000.0,MORTGAGE,6.0,VENTURE,D,20000.0,16.77,0.29,Y,3.0,0
16952,22.0,75500.0,MORTGAGE,6.0,PERSONAL,A,12000.0,6.73,0.16,N,2.0,0
16953,22.0,37008.0,RENT,2.0,PERSONAL,B,3600.0,12.42,0.1,N,3.0,0
16954,26.0,63400.0,OWN,0.0,EDUCATION,B,20000.0,9.62,0.32,N,3.0,0
16955,23.0,36000.0,RENT,7.0,PERSONAL,B,4000.0,10.99,0.11,N,3.0,1
16956,25.0,63000.0,MORTGAGE,0.0,PERSONAL,D,25000.0,13.87,0.4,N,4.0,0
16957,24.0,55152.0,MORTGAGE,8.0,EDUCATION,B,16000.0,11.49,0.29,N,4.0,0
16958,21.0,87500.0,MORTGAGE,5.0,EDUCATION,C,25000.0,13.98,0.29,Y,3.0,0
16959,24.0,49000.0,RENT,8.0,EDUCATION,A,7000.0,7.49,0.14,N,4.0,1
16960,24.0,54100.0,RENT,5.0,VENTURE,A,4500.0,7.139999999999999,0.08,N,2.0,0
16961,24.0,24000.0,RENT,1.0,MEDICAL,A,8500.0,7.9,0.35,N,2.0,1
16962,21.0,55000.0,RENT,5.0,MEDICAL,B,12000.0,10.62,0.22,N,2.0,0
16963,22.0,48000.0,RENT,6.0,VENTURE,B,15000.0,9.63,0.31,N,4.0,1
16964,24.0,50000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000.0,5.42,0.14,N,3.0,0
16965,22.0,50000.0,MORTGAGE,0.0,EDUCATION,A,12800.0,5.79,0.26,N,3.0,0
16966,22.0,50000.0,MORTGAGE,5.0,EDUCATION,B,2000.0,12.18,0.04000000000000001,N,4.0,0
16967,22.0,54000.0,RENT,6.0,EDUCATION,B,9975.0,11.48,0.18,N,4.0,1
16968,21.0,55600.0,RENT,2.0,PERSONAL,A,6000.0,8.046666666666667,0.11,N,3.0,0
16969,23.0,46776.0,OWN,7.0,VENTURE,D,15000.0,13.24,0.32,N,3.0,0
16970,22.0,50000.0,MORTGAGE,2.0,MEDICAL,B,22000.0,9.91,0.43999999999999995,N,4.0,0
16971,22.0,30000.0,RENT,2.0,EDUCATION,C,13000.0,13.11,0.42999999999999994,N,3.0,1
16972,24.0,85000.0,MORTGAGE,2.0,MEDICAL,B,7000.0,12.69,0.08,N,4.0,0
16973,22.0,51480.0,MORTGAGE,4.0,PERSONAL,B,3000.000000000001,11.83,0.06000000000000001,N,2.0,0
16974,22.0,43200.0,OWN,6.0,VENTURE,A,6000.0,7.68,0.14,N,4.0,0
16975,23.0,26976.0,RENT,4.0,EDUCATION,A,9000.0,7.51,0.33,N,2.0,1
16976,26.0,155142.0,MORTGAGE,6.0,HOMEIMPROVEMENT,D,23000.0,18.25,0.15,N,2.0,0
16977,26.0,42000.0,RENT,6.0,VENTURE,A,5000.0,7.29,0.12,N,2.0,0
16978,25.0,45996.0,RENT,2.0,VENTURE,G,5000.0,20.60333333333333,0.11,Y,2.0,1
16979,23.0,19200.0,RENT,0.0,PERSONAL,B,3000.000000000001,9.99,0.16,N,2.0,1
16980,26.0,59000.0,RENT,7.0,MEDICAL,D,6000.0,16.49,0.1,N,2.0,1
16981,25.0,29000.0,RENT,4.0,MEDICAL,D,4000.0,16.29,0.14,N,4.0,1
16982,23.0,17688.0,RENT,0.0,DEBTCONSOLIDATION,B,1699.999999999999,11.11,0.1,N,3.0,0
16983,24.0,43200.0,MORTGAGE,0.0,EDUCATION,C,10000.0,14.26,0.23,N,4.0,0
16984,22.0,71004.0,RENT,6.0,PERSONAL,B,1800.000000000001,11.12,0.03,N,4.0,0
16985,22.0,46000.0,RENT,1.0,DEBTCONSOLIDATION,D,6200.0,14.75,0.13,N,3.0,1
16986,24.0,36500.0,MORTGAGE,3.0,EDUCATION,B,2500.0,10.37,0.07,N,3.0,0
16987,21.0,45432.0,MORTGAGE,4.0,VENTURE,B,5000.0,9.88,0.11,N,4.0,0
16988,23.0,65000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,16500.0,7.49,0.25,N,4.0,0
16989,23.0,30000.0,RENT,8.0,EDUCATION,A,10625.0,6.92,0.35,N,4.0,1
16990,24.0,76000.0,MORTGAGE,8.0,EDUCATION,B,13500.0,9.99,0.18,N,4.0,0
16991,23.0,45000.0,RENT,2.0,VENTURE,A,6575.0,8.0,0.15,N,3.0,0
16992,23.0,138000.0,RENT,1.0,EDUCATION,D,5000.0,14.91,0.04000000000000001,N,2.0,1
16993,22.0,69700.0,RENT,4.0,EDUCATION,B,11200.0,11.783333333333333,0.16,N,2.0,0
16994,25.0,49000.0,OWN,4.0,VENTURE,A,2500.0,6.76,0.05,N,3.0,0
16995,22.0,57500.0,RENT,1.0,VENTURE,B,9100.0,11.49,0.16,N,3.0,0
16996,22.0,68000.0,MORTGAGE,6.0,VENTURE,A,13000.0,7.88,0.19,N,4.0,0
16997,26.0,110000.0,RENT,3.0,HOMEIMPROVEMENT,C,25000.0,14.333333333333332,0.23,Y,2.0,0
16998,22.0,50000.0,MORTGAGE,6.0,EDUCATION,B,8000.0,11.12,0.16,N,4.0,0
16999,22.0,42000.0,RENT,2.0,PERSONAL,C,5000.0,12.87,0.12,Y,3.0,0
17000,21.0,35000.0,OWN,5.0,VENTURE,A,4000.0,7.29,0.11,N,2.0,0
17001,22.0,25000.0,RENT,1.0,EDUCATION,B,2050.0,10.59,0.08,N,3.0,0
17002,22.0,37000.0,RENT,3.0,PERSONAL,B,15000.0,10.25,0.41000000000000003,N,4.0,1
17003,26.0,135000.0,MORTGAGE,6.0,EDUCATION,D,15000.0,15.33,0.11,Y,2.0,0
17004,22.0,32500.0,MORTGAGE,6.0,EDUCATION,A,2500.0,6.99,0.08,N,2.0,0
